 Using CPU time:     36.386310999999999     
 Using CPU time:     36.892528999999996     
 Using CPU time:     36.838223999999997     
 Using CPU time:     37.563027000000005     
 Using CPU time:     37.360807000000001     
 Using CPU time:     37.654620000000001     
 Using CPU time:     37.818744000000002     
 Using CPU time:     37.276802000000004     
 Using CPU time:     37.035696999999999     
 Using CPU time:     37.389531000000005     
 Using CPU time:     37.076293999999997     
 Using CPU time:     37.175789999999999     
 Using CPU time:     36.996184000000000     
 Using CPU time:     36.953731999999995     
 Using CPU time:     37.078223999999999     
 Using CPU time:     37.163896000000001     
 Using CPU time:     37.261584999999997     
 Using CPU time:     37.116451000000005     
 Using CPU time:     37.344851999999996     
 Using CPU time:     37.343058999999997     
 Using CPU time:     37.236730000000001     
 Using CPU time:     37.410606000000001     
 Using CPU time:     37.655622999999999     
 Using CPU time:     37.799233000000001     
 Using CPU time:     37.663034000000003     
 Using CPU time:     37.108311999999998     
 Using CPU time:     37.826423000000005     
 Using CPU time:     37.379828000000003     
 Using CPU time:     37.376182000000000     
 Using CPU time:     37.523508000000007     
 Using CPU time:     37.552134000000002     
 Using CPU time:     36.942235000000004     
 Using CPU time:     37.817584999999994     
 Using CPU time:     37.683864999999997     
 Using CPU time:     38.171587000000002     
 Using CPU time:     37.692463000000004     
 Using CPU time:     37.484001999999997     
 Using CPU time:     37.426971999999999     
 Using CPU time:     37.305897999999999     
 Using CPU time:     37.200112999999995     
 Using CPU time:     37.518435999999994     
 Using CPU time:     37.262392999999996     
 Using CPU time:     37.493780000000001     
 Using CPU time:     37.506927000000005     
 Using CPU time:     37.463063999999996     
 Using CPU time:     37.324206999999994     
 Using CPU time:     37.151333999999999     
 Using CPU time:     38.306106999999997     
 Using CPU time:     37.907316999999999     
 Using CPU time:     37.802927000000004     
 Using CPU time:     37.486499999999999     
 Using CPU time:     37.560074999999998     
 Using CPU time:     37.790942000000001     
 Using CPU time:     37.370710000000003     
 Using CPU time:     38.070338000000000     
 Using CPU time:     37.841161000000000     
 Using CPU time:     38.095625000000005     
 Using CPU time:     36.835833000000001     
 Using CPU time:     36.992722999999998     
 Using CPU time:     37.474556000000000     
 Using CPU time:     37.146824000000002     
 Using CPU time:     37.320163000000001     
 Using CPU time:     37.609909999999999     
 Using CPU time:     37.367787999999997     
 Using CPU time:     37.284185999999998     
 Using CPU time:     37.240147000000000     
 Using CPU time:     37.593625000000003     
 Using CPU time:     37.240020999999999     
 Using CPU time:     37.179755000000000     
 Using CPU time:     37.534215000000003     
 Using CPU time:     37.252956999999995     
 Using CPU time:     37.394703000000000     
 Using CPU time:     37.686605000000000     
 Using CPU time:     37.675353999999999     
 Using CPU time:     37.015349999999998     
 Using CPU time:     36.731867000000001     
 Using CPU time:     36.538859000000002     
 Using CPU time:     36.977895000000004     
 Using CPU time:     37.117971999999995     
 Using CPU time:     37.167713000000006     
 Using CPU time:     37.122893000000005     
 Using CPU time:     37.304639000000002     
 Using CPU time:     36.784530000000004     
 Using CPU time:     36.956339000000000     
 Using CPU time:     36.979621999999999     
 Using CPU time:     37.247272000000002     
 Using CPU time:     36.945315000000001     
 Using CPU time:     36.953730000000000     
 Using CPU time:     37.478822999999998     
 Using CPU time:     36.923658999999994     
 Using CPU time:     37.007419999999996     
 Using CPU time:     38.068026000000003     
 Using CPU time:     36.867179000000000     
 Using CPU time:     37.248474000000002     
 Using CPU time:     37.243352999999999     
 Using CPU time:     36.902409999999996     
 Using CPU time:     37.255496000000001     
 Using CPU time:     37.028351000000001     
 Using CPU time:     37.744880999999999     
